"birth_date","first_name","last_name","genre","source"
1934-10-03,"Rodolfo","Martín Villa","M","https://es.wikipedia.org/wiki/Rodolfo_Mart%C3%ADn_Villa"
1949-03-18,"Rodrigo","de Rato Figaredo","M","https://es.wikipedia.org/wiki/Rodrigo_Rato"
1965-09-20,"Román","Escolano Olivares","M","https://es.wikipedia.org/wiki/Rom%C3%A1n_Escolano"
1957-07-07,"Rosa","Aguilar Rivero","F","https://es.wikipedia.org/wiki/Rosa_Aguilar"
1947-09-07,"Rosa","Conde Gutiérrez del Álamo","F","https://es.wikipedia.org/wiki/Rosa_Conde"
1966-05-05,"Salvador","Illa Roca","M","https://es.wikipedia.org/wiki/Salvador_Illa"
1934-04-19,"Salvador","Sánchez-Terán Hernández","M","https://es.wikipedia.org/wiki/Salvador_S%C3%A1nchez-Ter%C3%A1n"
1940,"Santiago","Rodríguez-Miranda Gómez","M","https://es.wikipedia.org/wiki/Santiago_Rodr%C3%ADguez-Miranda"
1931-02-07,"Sebastián","Martín-Retortillo Baquer","M","https://es.wikipedia.org/wiki/Sebasti%C3%A1n_Mart%C3%ADn-Retortillo"
1944-08-16,"Soledad","Becerril Bustamante","F","https://es.wikipedia.org/wiki/Soledad_Becerril"
1971-06-10,"Soraya","Sáenz de Santamaría Antón","F","https://es.wikipedia.org/wiki/Soraya_S%C3%A1enz_de_Santamar%C3%ADa"
1969-05-19,"Teresa","Ribera Rodríguez","F","https://es.wikipedia.org/wiki/Teresa_Ribera"
1946-01-02,"Tomás","de la Quadra-Salcedo Fernández del Castillo","M","https://es.wikipedia.org/wiki/Tom%C3%A1s_de_la_Quadra-Salcedo"
1962-06-04,"Trinidad","Jiménez García-Herrera","F","https://es.wikipedia.org/wiki/Trinidad_Jim%C3%A9nez"
1957-12-15,"Valeriano","Gómez Sánchez","M","https://es.wikipedia.org/wiki/Valeriano_G%C3%B3mez"
1944-12-06,"Vicente","Albero Silla","M","https://es.wikipedia.org/wiki/Vicente_Albero"
1946-06-26,"Virgilio","Zapatero Gómez","M","https://es.wikipedia.org/wiki/Virgilio_Zapatero"
1971-05-06,"Yolanda","Díaz Pérez","F","https://es.wikipedia.org/wiki/Yolanda_D%C3%ADaz"
