full_name,birth_date,adm4,start,end,source
Ramón Aguiló Munar,1950-02-03,es_iba_palmademallorca,1979-06-16,1991-06-15,https://es.wikipedia.org/wiki/Ram%C3%B3n_Aguil%C3%B3
Joan Fageda Aubert,1937-01-20,es_iba_palmademallorca,1991-06-15,2003-06-14,https://es.wikipedia.org/wiki/Joan_Fageda
Catalina Cirer Adrover,1963-12-22,es_iba_palmademallorca,2003-06-14,2007-06-16,https://es.wikipedia.org/wiki/Catalina_Cirer
Ana María Calvo Sastre,1969-05-13,es_iba_palmademallorca,2007-06-16,2011-06-11,https://es.wikipedia.org/wiki/Aina_Calvo
Mateu Isern Estela,1959-04-04,es_iba_palmademallorca,2011-06-11,2015-06-13,https://es.wikipedia.org/wiki/Mateu_Isern
José Francisco Hila Vargas,1962-01-01,es_iba_palmademallorca,2015-06-13,2017-06-30,https://es.wikipedia.org/wiki/Jos%C3%A9_Hila
Antoni Noguera Ortega,1979-12-27,es_iba_palmademallorca,2017-06-30,2019-06-15,https://es.wikipedia.org/wiki/Antoni_Noguera
José Francisco Hila Vargas,1962-01-01,es_iba_palmademallorca,2019-06-15,2999-12-31,https://es.wikipedia.org/wiki/Jos%C3%A9_Hila
Emilio Arroyo López,1947-09-21,es_jae_jaen,1979-04-19,1986-07-29,https://es.wikipedia.org/wiki/Emilio_Arroyo_L%C3%B3pez
José María de la Torre Colmenero,1948-11-23,es_jae_jaen,1986-07-29,1989-07-11,https://es.wikipedia.org/wiki/Jos%C3%A9_Mar%C3%ADa_de_la_Torre_Colmenero
Alfonso Sánchez Herrera,1946-06-08,es_jae_jaen,1989-07-11,1991-06-15,https://es.wikipedia.org/wiki/Alfonso_S%C3%A1nchez_Herrera
José María de la Torre Colmenero,1948-11-23,es_jae_jaen,1991-06-15,1995-06-17,https://es.wikipedia.org/wiki/Jos%C3%A9_Mar%C3%ADa_de_la_Torre_Colmenero
Alfonso Sánchez Herrera,1946-06-08,es_jae_jaen,1995-06-17,1999-07-03,https://es.wikipedia.org/wiki/Alfonso_S%C3%A1nchez_Herrera
Miguel Sánchez de Alcázar Ocaña,1956-01-13,es_jae_jaen,1999-07-05,2007-06-16,https://es.wikipedia.org/wiki/Miguel_S%C3%A1nchez_de_Alc%C3%A1zar
Carmen Purificación Peñalver Pérez,1961-09-20,es_jae_jaen,2007-06-16,2011-06-11,https://es.wikipedia.org/wiki/Carmen_Pe%C3%B1alver
José Enrique Fernández de Moya Romero,1969-04-17,es_jae_jaen,2011-06-11,2015-11-23,https://es.wikipedia.org/wiki/Jos%C3%A9_Enrique_Fern%C3%A1ndez_de_Moya
Francisco Javier Márquez Sánchez,1971-09-17,es_jae_jaen,2015-11-30,2019-06-15,https://es.wikipedia.org/wiki/Francisco_Javier_M%C3%A1rquez_S%C3%A1nchez
Julio Millán Muñoz,1977-04-11,es_jae_jaen,2019-06-15,2999-12-31,https://es.wikipedia.org/wiki/Julio_Mill%C3%A1n
Gregorio Pérez de Lera,1948-03-01,es_leo_leon,1979-04-20,1979-10-21,https://es.wikipedia.org/wiki/Gregorio_P%C3%A9rez_de_Lera
Mario Amilivia González,1957-11-09,es_leo_leon,1979-10-30,1987-06-30,https://es.wikipedia.org/wiki/Mario_Amilivia
José Luis Díaz Villarig,1948-01-01,es_leo_leon,1987-06-30,1988-10-03,https://diariodevalladolid.elmundo.es/articulo/entrevistas/vicepresidente-es-interlocutor-muy-medico-veterinario-sea/20200705213016382897.html
Luis Diego Polo,1945-01-01,es_leo_leon,1988-10-03,1989-11-25,https://www.astorgadigital.com/luis-diego-polo-arquitecto-astorga-la-transicion/175291
María Francisca Fernández Ordóñez,,es_leo_leon,1989-11-25,1989-12-07,
Juan Morano Masa,1941-12-05,es_leo_leon,1989-12-07,1995-06-15,https://es.wikipedia.org/wiki/Juan_Morano
Mario Amilivia González,1957-11-09,es_leo_leon,1995-06-15,2003-06-14,https://es.wikipedia.org/wiki/Mario_Amilivia
Francisco Javier Fernández Álvarez,1955-07-13,es_leo_leon,2003-06-14,2004-12-03,https://es.wikipedia.org/wiki/Francisco_Javier_Fern%C3%A1ndez_%C3%81lvarez
Mario Amilivia González,1957-11-09,es_leo_leon,2004-12-03,2007-06-16,https://es.wikipedia.org/wiki/Mario_Amilivia
Francisco Javier Fernández Álvarez,1955-07-13,es_leo_leon,2007-06-16,2011-06-11,https://es.wikipedia.org/wiki/Francisco_Javier_Fern%C3%A1ndez_%C3%81lvarez
Emilio Gutiérrez Fernández,1956-04-29,es_leo_leon,2011-06-11,2015-06-13,https://es.wikipedia.org/wiki/Emilio_Guti%C3%A9rrez_Fern%C3%A1ndez
Antonio Silván Rodríguez,1962-07-09,es_leo_leon,2015-06-13,2019-07-05,https://es.wikipedia.org/wiki/Antonio_Silv%C3%A1n
José Antonio Diez Díaz,1968-09-01,es_leo_leon,2019-07-19,2999-12-31,https://es.wikipedia.org/wiki/Jos%C3%A9_Antonio_D%C3%ADez_D%C3%ADaz
Antoni Siurana Zaragoza,1943-02-23,es_lle_lleida,1979-04-19,1987-06-09,https://es.wikipedia.org/wiki/Antoni_Siurana
Jaume Manel Oronich Miravet,1947-08-11,es_lle_lleida,1987-06-09,1989-04-29,https://ca.wikipedia.org/wiki/Jaume_Manel_Oronich_i_Miravet
Antoni Siurana Zaragoza,1943-02-23,es_lle_lleida,1989-04-29,2003-12-29,https://es.wikipedia.org/wiki/Antoni_Siurana
Àngel Ros Domingo,1952-08-09,es_lle_lleida,2003-12-29,2018-08-04,https://es.wikipedia.org/wiki/%C3%80ngel_Ros
Fèlix Larrosa Piqué,1964-09-25,es_lle_lleida,2018-08-29,2019-06-15,https://es.wikipedia.org/wiki/F%C3%A8lix_Larrosa
Miquel Pueyo París,1957-08-18,es_lle_lleida,2019-06-15,2999-12-31,https://es.wikipedia.org/wiki/Miquel_Pueyo
Xosé Novo Freire,1928-10-25,es_lug_lugo,1979-04-19,1983-05-24,https://gl.wikipedia.org/wiki/Xos%C3%A9_Novo_Freire
Vicente Quiroga Rodríguez,1940-01-01,es_lug_lugo,1983-05-24,1991-06-15,https://gl.wikipedia.org/wiki/Vicente_Quiroga_Rodr%C3%ADguez
Tomás Notario Vacas,1926-08-22,es_lug_lugo,1991-06-15,1995-06-17,https://gl.wikipedia.org/wiki/Tom%C3%A1s_Notario_Vacas
Joaquín María García Díez,1954-09-16,es_lug_lugo,1995-06-17,1999-07-04,https://es.wikipedia.org/wiki/Joaqu%C3%ADn_Garc%C3%ADa_D%C3%ADez
Xosé Clemente López Orozco,1947-09-15,es_lug_lugo,1999-07-04,2015-06-13,https://es.wikipedia.org/wiki/Jos%C3%A9_L%C3%B3pez_Orozco
Lara Méndez López,1972-09-17,es_lug_lugo,2015-06-13,2999-12-31,https://es.wikipedia.org/wiki/Lara_M%C3%A9ndez
Juan de Arespacochaga de Felipe,1920-01-27,es_mad_madrid,1976-04-23,1978-03-03,https://es.wikipedia.org/wiki/Juan_de_Arespacochaga
José Luis Álvarez Álvarez,1930-04-04,es_mad_madrid,1978-03-03,1979-01-05,https://es.wikipedia.org/wiki/Jos%C3%A9_Luis_%C3%81lvarez_y_%C3%81lvarez
Luis María Huete Morillo,1929-06-01,es_mad_madrid,1979-01-07,1979-05-15,https://es.wikipedia.org/wiki/Luis_Mar%C3%ADa_Huete
Enrique Tierno Galván,1918-02-08,es_mad_madrid,1979-04-19,1986-01-19,https://es.wikipedia.org/wiki/Enrique_Tierno_Galv%C3%A1n
Juan Antonio Barranco Gallardo,1947-08-13,es_mad_madrid,1986-01-19,1989-06-29,https://es.wikipedia.org/wiki/Juan_Barranco
Agustín Rodríguez Sahagún,1932-04-27,es_mad_madrid,1989-06-29,1991-07-05,https://es.wikipedia.org/wiki/Agust%C3%ADn_Rodr%C3%ADguez_Sahag%C3%BAn
José María Álvarez del Manzano López del Hierro,1937-10-17,es_mad_madrid,1991-07-05,2003-06-14,https://es.wikipedia.org/wiki/Jos%C3%A9_Mar%C3%ADa_%C3%81lvarez_del_Manzano
Alberto Ruiz-Gallardón Jiménez,1958-12-11,es_mad_madrid,2003-06-14,2011-12-22,https://es.wikipedia.org/wiki/Alberto_Ruiz-Gallard%C3%B3n
Manuel Cobo Vega,1957-06-18,es_mad_madrid,2011-12-22,2011-12-27,https://es.wikipedia.org/wiki/Manuel_Cobo
Ana María Botella Serrano,1953-06-23,es_mad_madrid,2011-12-27,2015-06-13,https://es.wikipedia.org/wiki/Ana_Botella
Manuela Carmena Castrillo,1944-02-09,es_mad_madrid,2015-06-13,2019-06-15,https://es.wikipedia.org/wiki/Manuela_Carmena
José Luis Martínez-Almeida Navasqüés,1975-04-17,es_mad_madrid,2019-06-15,2999-12-31,https://es.wikipedia.org/wiki/Jos%C3%A9_Luis_Mart%C3%ADnez-Almeida
Pedro Aparicio Sánchez,1942-10-04,es_mal_malaga,1979-05-15,1995-07-17,https://es.wikipedia.org/wiki/Pedro_Aparicio_S%C3%A1nchez
Celia Villalobos Talero,1949-04-18,es_mal_malaga,1995-07-17,2000-05-04,https://es.wikipedia.org/wiki/Celia_Villalobos
Francisco Manuel de la Torre Prados,1942-12-21,es_mal_malaga,2000-05-04,2999-12-31,https://es.wikipedia.org/wiki/Francisco_de_la_Torre_Prados
José María Aroca Ruiz-Funes,1933-06-25,es_mur_murcia,1979-04-19,1983-05-23,https://es.wikipedia.org/wiki/Jos%C3%A9_Mar%C3%ADa_Aroca_Ruiz-Funes
Antonio Bódalo Santoyo,1940-01-01,es_mur_murcia,1983-05-23,1987-06-30,https://es.wikipedia.org/wiki/Antonio_B%C3%B3dalo_Santoyo
José Méndez Espino,1937-02-27,es_mur_murcia,1987-06-30,1995-06-23,https://es.wikipedia.org/wiki/Jos%C3%A9_M%C3%A9ndez_Espino
Miguel Ángel Cámara Botía,1955-05-06,es_mur_murcia,1995-06-23,2015-06-13,https://es.wikipedia.org/wiki/Miguel_%C3%81ngel_C%C3%A1mara
José Francisco Ballesta Germán,1958-07-19,es_mur_murcia,2015-06-13,2001-03-25,https://es.wikipedia.org/wiki/Jos%C3%A9_Ballesta
José Antonio Serrano Martínez,1959-01-01,es_mur_murcia,2001-03-25,2999-12-31,https://es.wikipedia.org/wiki/Jos%C3%A9_Antonio_Serrano_Mart%C3%ADnez
José Arregui Gil,1921-05-06,es_nav_pamplonairuna,1974-06-01,1976-02-01,https://es.wikipedia.org/wiki/Jos%C3%A9_Arregui_Gil
Francisco Javier Erice Cano,1928-08-28,es_nav_pamplonairuna,1976-02-01,1976-10-10,https://es.wikipedia.org/wiki/Javier_Erice
Tomás Caballero Pastor,1935-02-25,es_nav_pamplonairuna,1976-10-10,1977-03-10,https://es.wikipedia.org/wiki/Tom%C3%A1s_Caballero
Julián Balduz Calvo,1942-08-21,es_nav_pamplonairuna,1979-05-20,1987-06-10,https://es.wikipedia.org/wiki/Juli%C3%A1n_Balduz
José Javier Chourraut Burguete,1935-12-03,es_nav_pamplonairuna,1987-06-20,1991-06-23,https://es.wikipedia.org/wiki/Javier_Chourraut
Yolanda Barcina Angulo,1960-04-04,es_nav_pamplonairuna,1999-07-04,2011-06-11,https://es.wikipedia.org/wiki/Yolanda_Barcina
Enrique Maya Miranda,1959-04-07,es_nav_pamplonairuna,2011-06-11,2015-06-15,https://es.wikipedia.org/wiki/Enrique_Maya
Joseba Asiron Sáez,1962-04-14,es_nav_pamplonairuna,2015-06-15,2019-06-15,https://es.wikipedia.org/wiki/Joseba_Asiron
Enrique Maya Miranda,1959-04-07,es_nav_pamplonairuna,2019-06-15,2999-12-31,https://es.wikipedia.org/wiki/Enrique_Maya
José Luis López Iglesias,1930-11-22,es_our_ourense,1979-04-19,1983-05-23,https://gl.wikipedia.org/wiki/Jos%C3%A9_Luis_L%C3%B3pez_Iglesias
Antonio Caride-Tabarés Castro,,es_our_ourense,1983-05-23,1987-06-30,
Jorge Bermello Fernández,1936-04-07,es_our_ourense,1987-06-30,1987-12-10,https://gl.wikipedia.org/wiki/Jorge_Bermello
Manuel Veiga Pombo,1951-12-12,es_our_ourense,1987-12-10,1990-09-25,https://gl.wikipedia.org/wiki/Manuel_Veiga_Pombo
José Luis Mondelo García,1946-01-01,es_our_ourense,1990-09-25,1991-06-15,https://www.lavozdegalicia.es/noticia/firmas/2013/11/03/fueron-breves-alcaldia-ourense/0003_201311O3C16992.htm
Manuel Veiga Pombo,1951-12-12,es_our_ourense,1991-06-15,1995-06-17,https://gl.wikipedia.org/wiki/Manuel_Veiga_Pombo
Manuel Jaime Cabezas Enríquez,1953-11-14,es_our_ourense,1995-06-17,2007-02-01,https://gl.wikipedia.org/wiki/Manuel_Cabezas
Enrique Nóvoa López,1953-01-01,es_our_ourense,2007-02-01,2007-06-16,https://gl.wikipedia.org/wiki/Enrique_N%C3%B3voa_L%C3%B3pez
Francisco Rodríguez Fernández,1953-04-13,es_our_ourense,2007-06-16,2012-09-27,https://es.wikipedia.org/wiki/Francisco_Rodr%C3%ADguez_Fern%C3%A1ndez_(pol%C3%ADtico)
Margarita Martín Rodríguez,,es_our_ourense,2012-09-27,2012-10-10,
Agustín Fernández Gallego,1959-01-01,es_our_ourense,2012-10-10,2015-06-13,https://gl.wikipedia.org/wiki/Agust%C3%ADn_Fern%C3%A1ndez_Gallego
Jesús Vázquez Abad,1967-09-22,es_our_ourense,2015-06-13,2019-06-15,https://es.wikipedia.org/wiki/Jes%C3%BAs_V%C3%A1zquez_Abad
Gonzalo Pérez Jácome,1969-09-02,es_our_ourense,2019-06-15,2999-12-31,https://es.wikipedia.org/wiki/Gonzalo_P%C3%A9rez_J%C3%A1come
Francisco Jambrina Sastre,1941-01-01,es_pal_palencia,1979-04-19,1987-06-30,https://es.wikipedia.org/wiki/Francisco_Jambrina
Gerardo Cisneros Matía,1933-10-24,es_pal_palencia,1987-06-30,1987-09-07,https://www.fuentesdenava.es/index.php/personas-destacadas/28-turismo/personajes-destacados/66-d-gerardo-cisneros-maria-1933
Antonio Encinas Losada,,es_pal_palencia,1987-09-07,1991-07-05,
Heliodoro Gallego Cuesta,1949-01-09,es_pal_palencia,1991-07-05,1995-06-17,https://es.wikipedia.org/wiki/Heliodoro_Gallego
Marcelo de Manuel Mortera,,es_pal_palencia,1995-06-17,1999-07-04,
Heliodoro Gallego Cuesta,1949-01-09,es_pal_palencia,1999-07-04,2011-06-11,https://es.wikipedia.org/wiki/Heliodoro_Gallego
Alfonso Polanco Rebolleda,1967-12-29,es_pal_palencia,2011-06-11,2019-06-15,https://es.wikipedia.org/wiki/Alfonso_Polanco
Mario Simón Martín,1978-02-14,es_pal_palencia,2019-06-15,2999-12-31,https://es.wikipedia.org/wiki/Mario_Sim%C3%B3n_Mart%C3%ADn
Manuel Bermejo Pérez,1922-01-01,es_lpa_palmasdegrancanarialas,1979-04-21,1980-08-12,https://es.wikipedia.org/wiki/Manuel_Bermejo_P%C3%A9rez
Francisco Zumaquero García,,es_lpa_palmasdegrancanarialas,1980-08-12,1980-08-26,
Juan Rodríguez Doreste,1904-11-29,es_lpa_palmasdegrancanarialas,1980-08-26,1982-07-30,https://www.elmuseocanario.com/images/documentospdf/Callejeando_2021/JUAN%20RODR%C3%8DGUEZ%20DORESTE_ficha_24.pdf
Diego Villegas Betancor,,es_lpa_palmasdegrancanarialas,1982-07-30,1983-05-26,
Juan Rodríguez Doreste,1904-11-29,es_lpa_palmasdegrancanarialas,1983-05-26,1987-07-20,https://www.elmuseocanario.com/images/documentospdf/Callejeando_2021/JUAN%20RODR%C3%8DGUEZ%20DORESTE_ficha_24.pdf
José Vicente León Fernández,1941-01-01,es_lpa_palmasdegrancanarialas,1987-07-20,1990-01-16,https://maspalomasahora.com/art/42689/el-heredero-una-gran-novela
Emilio Mayoral Fernández,1954-01-01,es_lpa_palmasdegrancanarialas,1990-01-16,1991-07-05,https://es.wikipedia.org/wiki/Emilio_Mayoral
José Vicente León Fernández,1941-01-01,es_lpa_palmasdegrancanarialas,1991-07-05,1992-11-04,https://maspalomasahora.com/art/42689/el-heredero-una-gran-novela
José Sintes Marrero,,es_lpa_palmasdegrancanarialas,1992-11-04,1993-02-01,
Emilio Mayoral Fernández,1954-01-01,es_lpa_palmasdegrancanarialas,1993-02-01,1995-06-17,https://es.wikipedia.org/wiki/Emilio_Mayoral
José Manuel Soria López,1958-01-05,es_lpa_palmasdegrancanarialas,1995-06-23,2003-06-30,https://es.wikipedia.org/wiki/Jos%C3%A9_Manuel_Soria
Josefa Luzardo Romano,1963-04-03,es_lpa_palmasdegrancanarialas,2003-06-30,2007-06-16,https://es.wikipedia.org/wiki/Pepa_Luzardo
Jerónimo Saavedra Acevedo,1936-07-03,es_lpa_palmasdegrancanarialas,2007-06-16,2011-06-11,https://es.wikipedia.org/wiki/Jer%C3%B3nimo_Saavedra
Juan José Cardona González,1962-09-28,es_lpa_palmasdegrancanarialas,2011-06-11,2015-06-13,https://es.wikipedia.org/wiki/Juan_Jos%C3%A9_Cardona
Augusto Hidalgo Macario,1972-05-10,es_lpa_palmasdegrancanarialas,2015-06-13,2999-12-31,https://es.wikipedia.org/wiki/Augusto_Hidalgo
José Rivas Fontán,1941-08-08,es_pon_pontevedra,1979-04-19,1991-06-15,https://es.wikipedia.org/wiki/Jos%C3%A9_Rivas_Font%C3%A1n
Francisco Javier Cobián Salgado,1944-02-07,es_pon_pontevedra,1991-06-15,1995-06-17,https://gl.wikipedia.org/wiki/Javier_Cobi%C3%A1n
Juan Luis Pedrosa Fernández,1955-02-08,es_pon_pontevedra,1995-06-17,1999-07-04,https://gl.wikipedia.org/wiki/Juan_Luis_Pedrosa
Miguel Anxo Fernández Lores,1957-06-07,es_pon_pontevedra,1999-07-04,2999-12-31,https://es.wikipedia.org/wiki/Miguel_Anxo_Fern%C3%A1ndez_Lores
Miguel Ángel Marín Castellanos,1939-01-01,es_rio_logrono,1979-04-19,1983-05-23,https://es.wikipedia.org/wiki/Miguel_%C3%81ngel_Mar%C3%ADn
Manuel Sainz Ochoa,1947-08-13,es_rio_logrono,1983-05-23,1995-06-23,https://es.wikipedia.org/wiki/Manuel_Sainz_Ochoa
José Luis Bermejo Fernández,1947-11-18,es_rio_logrono,1995-06-23,2000-10-11,https://es.wikipedia.org/wiki/Jos%C3%A9_Luis_Bermejo
Julio Revuelta Altuna,1959-03-07,es_rio_logrono,2000-10-11,2007-06-16,https://es.wikipedia.org/wiki/Julio_Revuelta
Tomás Santos Munilla,1950-11-26,es_rio_logrono,2007-06-16,2011-06-11,https://es.wikipedia.org/wiki/Tom%C3%A1s_Santos
Concepción Gamarra Ruiz-Clavijo,1974-12-23,es_rio_logrono,2011-06-11,2019-06-15,https://es.wikipedia.org/wiki/Cuca_Gamarra
Pablo Hermoso de Mendoza González,1972-01-01,es_rio_logrono,2019-06-15,2999-12-31,https://es.wikipedia.org/wiki/Pablo_Hermoso_de_Mendoza_Gonz%C3%A1lez
Pablo Beltrán de Heredia Onís,1924-10-23,es_sal_salamanca,1971-01-01,1979-05-15,https://gee.mienciclo.com/articulo/pablo-beltran-de-heredia-y-onis
Jesús Málaga Guerrero,1945-01-01,es_sal_salamanca,1979-05-15,1987-06-30,https://es.wikipedia.org/wiki/Jes%C3%BAs_M%C3%A1laga
Fernando Fernández de Trocóniz,1952-09-21,es_sal_salamanca,1987-06-30,1991-06-15,https://noticiassalamanca.com/historia/fernando-fernandez-de-troconiz/
Jesús Málaga Guerrero,1945-01-01,es_sal_salamanca,1991-06-15,1995-06-17,https://es.wikipedia.org/wiki/Jes%C3%BAs_M%C3%A1laga
Julián Lanzarote Sastre,1951-10-28,es_sal_salamanca,1995-06-17,2011-06-11,https://es.wikipedia.org/wiki/Juli%C3%A1n_Lanzarote
Alfonso Fernando Fernández Mañueco,1965-04-29,es_sal_salamanca,2011-06-11,2018-12-12,https://es.wikipedia.org/wiki/Alfonso_Fern%C3%A1ndez_Ma%C3%B1ueco
Carlos Manuel García Carbayo,1962-11-01,es_sal_salamanca,2018-12-20,2999-12-31,https://es.wikipedia.org/wiki/Carlos_Garc%C3%ADa_Carbayo
José Antonio López Arranz,1937-01-01,es_seg_segovia,1979-05-15,1983-06-23,https://es.wikipedia.org/wiki/Jos%C3%A9_Antonio_L%C3%B3pez_Arranz
Miguel Ángel Trapero García,1952-02-11,es_seg_segovia,1983-06-23,1986-09-25,https://fpabloiglesias.es/entrada-db/trapero-garcia-miguel-angel/
Emilio Zamarriego Monedero,1940-01-01,es_seg_segovia,1986-09-25,1987-06-30,https://www.eladelantado.com/segovia/fue_una_suerte_que_adolfo_suarez_viviera_en_segovia__y_articulara_aquel_nucleo_de__la_transicion/
Luciano Sánchez Reus,1935-02-09,es_seg_segovia,1987-06-30,1989-04-22,https://www.elnortedecastilla.es/v/20101115/castilla-leon/segovia-despide-honores-alcalde-20101115.html
Julio Félix Navajo Gómez,,es_seg_segovia,1989-04-22,1989-05-03,
Juan Antonio Perteguer Rey,1930-01-01,es_seg_segovia,1989-05-03,1991-06-15,https://www.elnortedecastilla.es/20091122/segovia/funeral-alcalde-perteguer-carecera-20091122_amp.html
Ramón Escobar Santiago,1937-03-14,es_seg_segovia,1991-06-15,1999-07-04,https://es.wikipedia.org/wiki/Ram%C3%B3n_Escobar_Santiago
José Antonio López Arranz,1937-01-01,es_seg_segovia,1999-07-04,2003-06-14,https://es.wikipedia.org/wiki/Jos%C3%A9_Antonio_L%C3%B3pez_Arranz
Pedro Cipriano Frutos Arahuetes García,1958-10-25,es_seg_segovia,2003-06-16,2014-03-31,https://gl.wikipedia.org/wiki/Pedro_Arahuetes
Clara Isabel Luquero de Nicolás,1957-07-12,es_seg_segovia,2014-04-05,2999-12-31,https://es.wikipedia.org/wiki/Clara_Luquero
José Ramón Pérez de Lama,1926-08-12,es_sev_sevilla,1978-01-03,1979-04-21,https://es.wikipedia.org/wiki/Jos%C3%A9_Ram%C3%B3n_P%C3%A9rez_de_Lama
Luis Uruñuela Fernández,1937-04-02,es_sev_sevilla,1979-04-21,1983-05-23,https://es.wikipedia.org/wiki/Luis_Uru%C3%B1uela
Manuel del Valle Arévalo,1939-11-10,es_sev_sevilla,1983-05-23,1991-06-17,https://es.wikipedia.org/wiki/Manuel_del_Valle_Ar%C3%A9valo
Alejandro Rojas-Marcos de la Viesca,1940-09-02,es_sev_sevilla,1991-06-17,1995-06-25,https://es.wikipedia.org/wiki/Alejandro_Rojas-Marcos
María Soledad Becerril Bustamante,1944-08-16,es_sev_sevilla,1995-06-25,1999-07-04,https://es.wikipedia.org/wiki/Soledad_Becerril
Alfredo Sánchez Monteseirín,1957-09-25,es_sev_sevilla,1999-07-04,2011-07-11,https://es.wikipedia.org/wiki/Alfredo_S%C3%A1nchez_Monteseir%C3%ADn
Juan Ignacio Zoido Álvarez,1957-01-21,es_sev_sevilla,2011-07-11,2015-06-13,https://es.wikipedia.org/wiki/Juan_Ignacio_Zoido
Juan Espadas Cejas,1966-09-30,es_sev_sevilla,2015-06-13,2022-01-03,https://es.wikipedia.org/wiki/Juan_Espadas
Antonio Muñoz Martínez,1959-10-29,es_sev_sevilla,2022-01-03,2999-12-31,https://es.wikipedia.org/wiki/Antonio_Mu%C3%B1oz_Mart%C3%ADnez
José Luis Liso Marín,1935-03-21,es_sor_soria,1979-04-19,1987-06-30,https://zaguan.unizar.es/record/12682/files/TAZ-TFM-2013-972_ANE.pdf
Virgilio Velasco Bueno,1935-06-05,es_sor_soria,1987-06-30,1995-06-17,http://sirdoc.ccyl.es/biblioteca/LibrosCortes/book/MemoriaActividadesIVv1.pdf
José Javier Jiménez Vivar,,es_sor_soria,1995-06-17,1999-07-04,
Eloísa Álvarez Otero,1956-07-08,es_sor_soria,1999-07-04,2003-06-14,https://es.wikipedia.org/wiki/Elo%C3%ADsa_%C3%81lvarez
Encarnación Redondo Jiménez,1944-04-18,es_sor_soria,2003-06-14,2007-06-16,https://ca.wikipedia.org/wiki/Encarnaci%C3%B3n_Redondo_Jim%C3%A9nez
Carlos Martínez Mínguez,1973-06-28,es_sor_soria,2007-06-16,2999-12-31,https://es.wikipedia.org/wiki/Carlos_Mart%C3%ADnez_M%C3%ADnguez
Josep Maria Recasens Comes,1918-03-19,es_tar_tarragona,1979-04-03,1989-08-17,https://ca.wikipedia.org/wiki/Josep_Maria_Recasens_i_Comes
Joan Miquel Nadal Malé,1950-08-24,es_tar_tarragona,1989-08-26,2007-05-26,https://es.wikipedia.org/wiki/Joan_Miquel_Nadal
Josep Fèlix Ballesteros Casanova,1959-12-27,es_tar_tarragona,2007-06-14,2019-06-15,https://es.wikipedia.org/wiki/Josep_F%C3%A8lix_Ballesteros
Pau Ricomà Vallhonrat,1957-12-05,es_tar_tarragona,2019-06-15,2999-12-31,https://es.wikipedia.org/wiki/Pau_Ricom%C3%A0
Manuel Antonio Hermoso Rojas,1935-06-24,es_tar_tarragona,1979-05-15,1991-06-15,https://es.wikipedia.org/wiki/Manuel_Hermoso
José Emilio García Gómez,1942-01-01,es_tar_tarragona,1991-06-15,1995-06-17,https://es.wikipedia.org/wiki/Jos%C3%A9_Emilio_Garc%C3%ADa_G%C3%B3mez
Miguel Zerolo Aguilar,1957-02-26,es_tar_tarragona,1995-06-17,2011-06-11,https://es.wikipedia.org/wiki/Miguel_Zerolo
José Manuel Bermúdez Esparza,1966-10-23,es_tar_tarragona,2011-06-11,2019-06-15,https://es.wikipedia.org/wiki/Jos%C3%A9_Manuel_Berm%C3%BAdez_Esparza
Patricia Hernández Gutiérrez,1980-02-21,es_tar_tarragona,2019-06-15,2020-07-13,https://es.wikipedia.org/wiki/Patricia_Hern%C3%A1ndez_Guti%C3%A9rrez
José Manuel Bermúdez Esparza,1966-10-23,es_tar_tarragona,2020-07-13,2999-12-31,https://es.wikipedia.org/wiki/Jos%C3%A9_Manuel_Berm%C3%BAdez_Esparza
Ricardo Eced Sánchez,1933-01-01,es_ter_teruel,1979-04-20,1987-06-30,https://issuu.com/femp/docs/carta_local_n_346_mayo_2021/s/12391745
Javier Velasco Rodríguez,1951-02-06,es_ter_teruel,1987-06-30,1991-06-15,https://an.wikipedia.org/wiki/Javier_Velasco_Rodr%C3%ADguez
Ricardo Eced Sánchez,1933-01-01,es_ter_teruel,1991-06-15,1995-06-17,https://issuu.com/femp/docs/carta_local_n_346_mayo_2021/s/12391745
Luis Fernández Uriel,1949-01-01,es_ter_teruel,1995-06-17,1999-07-03,http://historico.aragondigital.es/noticia.asp?notid=8973
Manuel Blasco Marqués,1960-02-09,es_ter_teruel,1999-07-03,2003-06-14,https://es.wikipedia.org/wiki/Manuel_Blasco_Marqu%C3%A9s
Lucía Gómez García,1966-01-01,es_ter_teruel,2003-06-14,2007-06-16,https://www.testimoniosparalahistoria.com/entrevista/maria-lucia-gomez-garcia-alcaldesa-de-teruel-desde-2003/
Juan Miguel Ferrer Górriz,1950-01-01,es_ter_teruel,2007-06-16,2010-11-17,http://teruel-virtual.com/ayuntamiento/juan-miguel-ferrer-gorriz-alcalde-de-teruel-2007/gmx-niv66-con2070.htm
Manuel Blasco Marqués,1960-02-09,es_ter_teruel,2010-11-17,2016-01-27,https://es.wikipedia.org/wiki/Manuel_Blasco_Marqu%C3%A9s
Emma Buj Sánchez,1972-05-10,es_ter_teruel,2016-02-10,2999-12-31,https://es.wikipedia.org/wiki/Emma_Buj
Juan Ignacio de Mesa Ruiz,1947-08-19,es_tol_toledo,1979-04-19,1983-05-23,https://ca.wikipedia.org/wiki/Juan_Ignacio_de_Mesa_Ruiz
Joaquín Manuel Sánchez Garrido,1942-12-24,es_tol_toledo,1983-05-23,1987-06-30,https://es.wikipedia.org/wiki/Joaqu%C3%ADn_S%C3%A1nchez_Garrido
José Manuel Molina García,1956-03-19,es_tol_toledo,1987-06-30,1991-06-15,https://es.wikipedia.org/wiki/Jos%C3%A9_Manuel_Molina
