id_name,full_name,birth_date,source
luis_gonzalez_ruiz,Luis González Ruiz,1962-02-08,https://www.pp.es/luis-gonzalez-ruiz
luis_gonzaga_navarro_elola,Luis Gonzaga Navarro Elola,,
luis_garcia_forcada,Luis García Forcada,,
luis_francisco_merino_bayona,Luis Francisco Merino Bayona,1938-12-17,https://www.diariosur.es/semana-santa/luis-merino-recibira-20221214224217-nt.html
luis_fernando_bastarreche_gravalos,Luis Fernando Bastarreche Gravalos,,
luis_fernandez_fernandez_madrid,Luis Fernández Fernández-Madrid,1921-02-16,https://prabook.com/web/luis.fernandez_fernandez-madrid/943324
luis_estaun_garcia,Luis Estaún García,1968-12-02,https://www.partidoaragones.es/luis-estaun-garcia/
luis_casaseca_navas,Luis Casaseca Navas,,
luis_casalduero_campoy,Luis Casalduero Campoy,,
luis_carlos_canalejo_mateo,Luis Carlos Canalejo Mateo,,
luis_campoy_zueco,Luis Campoy Zueco,1938-12-31,https://ca.wikipedia.org/wiki/Luis_Campoy_Zueco
luis_aznar_fernandez,Luis Aznar Fernández,1954-05-15,https://www.pp.es/luis-aznar-fernandez
luis_ayllon_oliva,Luis Ayllón Oliva,,
luis_angel_fernandez_rodriguez,Luis Ángel Fernández Rodríguez,,
luis_alfonso_rey_las_heras,Luis Alfonso Rey de las Heras,1967-03-05,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html;jsessionid=FL0LhkJRvpm6H1JkQ7jjGrtpGGhYgpffWQQghJkgvRW8FVmGnMQ8!2094435598?id1=19565&legis=14
luis_alcala_gomez,Luis Alcalá Gómez,1930-01-10,https://ca.wikipedia.org/wiki/Luis_Alcal%C3%A1_G%C3%B3mez
luis_alberto_plaza_martin,Luis Alberto Plaza Martín,1968,https://www.elnortedecastilla.es/valladolid/201503/07/teniente-alcalde-avila-candidato-20150307101259.html
lucia_sebastiana_ruiz_saavedra,Lucía Sebastiana Ruiz Saavedra,,
lucia_delgado_garcia,Lucía Delgado García,,
lourdes_retuerto_rodriguez,Lourdes Retuerto Rodríguez,1971-09-11,https://www.psoe.es/senado/notas-de-prensa/lourdes-retuerto-adquiere-su-condicion-plena-de-senadora/
lorenzo_martin_retortillo_baquer,Lorenzo Martín-Retortillo Baquer,1936-01-25,https://humanidadesdigitales.uc3m.es/s/catedraticos/item/57771
lorenzo_cardona_segui,Lorenzo Cardona Seguí,1965,https://ca.wikipedia.org/wiki/Lloren%C3%A7_Cardona_Segu%C3%AD
lorena_gonzalez_dios,Lorena González Dios,1988-03-14,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html;jsessionid=1GWBgnKX3R9mSllNpcF62MfhVF9TPDT0DFZJncMrQ6VGpfNsK7hp!-747602160?id1=19466&legis=14
lluis_miquel_recoder_miralles,Lluís Miquel Recoder Miralles,1958-09-29,https://www.arallibres.cat/autor/lluis-recoder/
lluis_badia_chancho,Lluís Badia Chancho,1955-01-16,https://ca.wikipedia.org/wiki/Llu%C3%ADs_Badia_i_Chancho
lluis_alegre_selga,Lluis Alegre Selga,,
leopoldo_sepulveda_munoz,Leopoldo Sepúlveda Muñoz,1924,https://ceclmdigital.uclm.es/pdf.raw?query=id:0001810103&page=8&lang=es&view=prensa
laura_concepcion_prieto_arribas,Laura Concepción Prieto Arribas,,
laura_castel_fort,Laura Castel Fort,1970-05-08,https://ca.wikipedia.org/wiki/Laura_Castel_i_Fort
julio_victor_pascual_abad,Julio Víctor Pascual Abad,,
julio_garcia_moreno,Julio García Moreno,1957-10-09,https://transparencia.dguadalajara.es/consistorio/julio-garcia-moreno/
julio_garcia_benavides,Julio García Benavides,,
julio_cruz_hernandez,Julio Cruz Hernández,1961-06-02,https://www.parcan.es/composicion/diputado.py?ID_MIEMBRO=07030
julio_bassets_rutllant,Julio Bassets Rutllant,1945,https://www.lavanguardia.com/local/sevilla/20180315/441550803318/el-psoe-melilla-de-luto-por-la-muerte-de-su-ex-secretario-general-diputado-y-senador-julio-bassets.html
julio_barros_casal,Julio Barros Casal,,
julian_santiago_bujalance,Julián Santiago Bujalance,1946,https://cordobapedia.wikanda.es/wiki/Juli%C3%A1n_Santiago_Bujalance
julian_cordoba_huerta,Julián Córdoba Huerta,,
julian_aldudo_saez,Julián Aldudo Sáez,,
julia_maria_liberal_liberal,Julia María Liberal Liberal,,
juana_francisca_pons_vila,Juana Francisca Pons Vila,1964-04-22,https://www.pp.es/juana-francisca-pons-vila
juan_vazquez_alberich,Juan Vázquez Alberich,,
juan_tomas_esteo_palomo,Juan Tomás Esteo Palomo,1945-09-14,https://prabook.com/web/juan_tomas.esteo_palomo/943215
juan_seva_martinez,Juan Seva Martínez,1965-02-03,https://ca.wikipedia.org/wiki/Juan_Seva_Mart%C3%ADnez
juan_rios_garcia,Juan Ríos García,1927,http://webs.ucm.es/BUCM/med/archivo/ficha_medico.php?id_medico=2135
juan_ramon_represa_fernandez,Juan Ramón Represa Fernández,1951-11-06,https://www.pp.es/juan-ramon-represa-fernandez
juan_ramon_pajares_gutierrez,Juan Ramón Pajares Gutiérrez,,
juan_ramon_hernandez_espallargas,Juan Ramón Hernández Espallargas,,
juan_ramirez_montero,Juan Ramírez Montero,,
juan_quesada_lopez,Juan Quesada López,1917-02-11,https://galdaraldia.es/2017/03/fallece-el-hijo-predilecto-de-galdar-juan-quesada-lopez/
juan_pedro_hernandez_rodriguez,Juan Pedro Hernández Rodríguez,,
juan_pablo_sanchez_sanchez_seco,Juan Pablo Sánchez Sánchez-Seco,1957-06-11,http://www.guadalajaradiario.es/images/2015/11/currculum-sanchez.docx
juan_pablo_martin_martin,Juan Pablo Martín Martín,1977-12-23,https://www.pp.es/juan-pablo-martin-martin
juan_molina_cabrera,Juan Molina Cabrera,,
juan_miguel_rodriguez_rodriguez,Juan Miguel Rodríguez Rodríguez,,
juan_miguel_pena_linares,Juan Miguel Peña Linares,1964,https://elpais.com/diario/2004/03/29/andalucia/1080512539_850215.html
juan_miguel_asperilla_sanchez,Juan Miguel Asperilla Sánchez,,
juan_maria_vidarte_ugarte,Juan María Vidarte de Ugarte,1929,https://www.europapress.es/euskadi/noticia-jardin-colegio-abogacia-bizkaia-lleva-jueves-nombre-ex-decano-juan-maria-vidarte-20230112124400.html
juan_maria_vazquez_garcia,Juan María Vázquez García,1953-08-09,https://www.dip-badajoz.es/cultura/archivo/historico_diputados/consulta_ficha.php?id=766
juan_maria_cornejo_lopez,Juan María Cornejo López,1955-11-05,https://www.lavozdigital.es/cadiz/20101106/ciudadanos/hemos-superado-desencuentros-venian-20101106.html
juan_manuel_nadal_gaya,Juan Manuel Nadal Gaya,1920,https://dhac.iec.cat/dhac_mp.asp?id_personal=517
juan_manuel_cuadrado_abril,Juan Manuel Cuadrado Abril,,
juan_manuel_armario_vazquez,Juan Manuel Armario Vázquez,1959-03-06,https://sites.google.com/site/arcosvistoporjuanlu/su-gente/juan-manuel-armario-vazquez
juan_lopez_martos,Juan López Martos,1938-07-26,https://www.parlamentodeandalucia.es/opencms/export/portal-web-parlamento/contenidos/pdf/PublicacionesNOoficiales/Monografias/memoriaXXVaniversario.pdf
juan_jose_suarez_guillen,Juan José Suárez Guillén,,
juan_jose_sanz_vitorio,Juan José Sanz Vitorio,1960-06-12,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?id1=18118&legis=14&id2=g
juan_jose_rubio_ruiz,Juan José Rubio Ruiz,1948-06-22,https://fr.wikipedia.org/wiki/Juan_Jos%C3%A9_Rubio_Ruiz
juan_jose_perez_dobon,Juan José Pérez Dobón,,
juan_jose_palacios_rojo,Juan José Palacios Rojo,,
juan_jose_otamendi_rodriguez_bethencourt,Juan José Otamendi Rodríguez-Bethencourt,1946,https://www.eldia.es/dominical/2021/01/17/pase-veranos-vida-vinas-rofe-29249713.html
juan_jose_leon_molina,Juan José León Molina,,https://www.clubdellector.com/autor/juan-jose-molina-leon
juan_jose_aspuru_ruiz,Juan José Aspuru Ruiz,1924,https://ca.wikipedia.org/wiki/Juan_Jos%C3%A9_Aspuru_Ruiz
juan_ignacio_uria_epelde,Juan Ignacio de Uría Epelde,1929-06-30,https://dbe.rah.es/biografias/136838/juan-ignacio-uria-epelde
juan_hernandez_lozano,Juan Hernández Lozano,,
juan_gonzalez_serrano,Juan González Serrano,1918,https://ceclmdigital.uclm.es/details.vm?o=&w=%22Juan+Gonz%C3%A1lez+Serrano%2C+nacido+en+Villatobas%22&f=&l=15&t=-creation&g=libros&g=graficos&g=folleots&g=bulletins&g=pages&c=1&lang=es&view=global&s=0
juan_francisco_serrano_pino,Juan Francisco Serrano Pino,1933,https://www.plasenciadirecto.com/sec_noticias/noticia.php?id_noticia=1469&ruta_web=%2Findex.php%3F
juan_francisco_martinez_aldama_saenz,Juan Francisco Martínez-Aldama Sáenz,1965-10-04,https://www.parlamento-larioja.org/conoce-el-parlamento/legislaturas-anteriores/legislatura-7/diputados/juan-francisco-martinez-aldama-saenz
juan_francisco_ibanez_haro,Juan Francisco Ibáñez Haro,,
juan_fageda_aubert,Juan Fageda Aubert,1937-01-20,https://joanfageda.com/curriculum
juan_esteller_granana,Juan Esteller Grañana,1948,https://ca.wikipedia.org/wiki/Joan_Esteller_Gra%C3%B1ana
juan_emilio_anton_rueda,Juan Emilio Antón Rueda,1947-04-06,http://www.cofradiadelsilencio.net/EL-HERMANO-JUAN-EMILIO-ANTON-RUEDA-REALIZARA-LA-OFRENDA-AL-STMO-CRISTO-EL-MIERCOLES-SANTO-DE-2019.html
juan_castano_casanueva,Juan Castaño Casanueva,,
juan_cascante_cabrerizo,Juan Cascante Cabrerizo,,
juan_carlos_perez_navas,Juan Carlos Pérez Navas,1965-02-18,https://fr.wikipedia.org/wiki/Juan_Carlos_P%C3%A9rez_Navas
juan_carlos_medina_martinez,Juan Carlos Medina Martínez,1968-05-20,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?lang=es_ES&id1=18072&legis=14&id2=g
juan_carlos_jose_raffo_camarillo,Juan Carlos José Raffo Camarillo,1954-05-06,https://fr.wikipedia.org/wiki/Juan_Carlos_Raffo_Camarillo
juan_carlos_alvarez_cabrero,Juan Carlos Álvarez Cabrero,1964-08-08,https://www.pp.es/juan-carlos-alvarez-cabrero
juan_carlos_aguilar_moreno,Juan Carlos Aguilar Moreno,1933,https://www.sevillaactualidad.com/sevilla/132348-muere-juan-carlos-aguilar-uno-de-los-padres-del-estatuto-de-andalucia/
juan_bautista_rios_martinez,Juan Bautista Ríos Martínez,1924,https://ca.wikipedia.org/wiki/Juan_Bautista_R%C3%ADos_Mart%C3%ADnez
juan_antonio_noguera_torres,Juan Antonio Noguera Torres,,
juan_antonio_graino_amarelle,Juan Antonio Graiño Amarelle,1921-06-14,https://gl.wikipedia.org/wiki/Juan_Antonio_Gra%C3%AD%C3%B1o_Amarelle
juan_antonio_gilabert_sanchez,Juan Antonio Gilabert Sánchez,1958-09-16,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?id1=18291&legis=14&id2=g
juan_antonio_gil_melgarejo,Juan Antonio Gil Melgarejo,,
juan_antonio_garcia_talavera_casanas,Juan Antonio García-Talavera Casañas,,
juan_antonio_luna_aguado,Juan Antonio de Luna Aguado,,
juan_antonio_las_heras_muela,Juan Antonio de las Heras Muela,1957-02-05,https://www.pp.es/juan-antonio-las-heras-muela
juan_andres_tovar_mena,Juan Andrés Tovar Mena,1955-08-12,https://www.cetarsa.es/portal-de-la-transparencia/org_transparencia/perfil-y-trayectoria-profesional/
juan_alfonso_perez,Juan Alfonso Pérez,,
josep_varela_serra,Josep Varela Serra,1943-12-29,https://ca.wikipedia.org/wiki/Josep_Varela_i_Serra
josep_subirats_pinana,Josep Subirats Piñana,1920-04-28,https://es.wikipedia.org/wiki/Jos%C3%A9_Subirats_Pi%C3%B1ana
josep_rufa_gracia,Josep Rufà Gràcia,1970-05-08,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=17107
josep_rahola_espona,Josep Rahola D'Espona,1918-07-03,https://www.horanova.cat/josep-rahola-un-segle-de-fidelitat-a-catalunya/
josep_maria_reniu_vilamala,Josep María Reniu Vilamala,1969-03-08,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html;jsessionid=GjH4gt6QXnhjQLyLJq9lSLktvJ8FpqzgvMs7p6mMRPVFtPymhvKm!393922884?id1=19486&legis=14
josep_maria_muste_folch,Josep María Musté Folch,1933,https://ca.wikipedia.org/wiki/Josep_Maria_Must%C3%A9_i_Folch
josep_maria_matamala_alsina,Josep María Matamala Alsina,1957-08-15,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=18166
josep_maria_esquerda_segues,Josep María Esquerda Segués,1946-06-07,https://ca.wikipedia.org/wiki/Josep_Maria_Esquerda_i_Segu%C3%A9s
josep_maria_cervera_pinart,Josep María Cervera Pinart,1968-10-22,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=19055
josep_maria_batlle_farran,Josep María Batlle Farrán,1949-10-13,https://en.wikipedia.org/wiki/Josep_Maria_Batlle_i_Farran
josep_lluis_cleries_gonzalez,Josep Lluís Cleries Gonzàlez,1956-05-13,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?lang=ca_ES&id1=15825&legis=14&id2=g
josep_benet_morell,Josep Benet Morell,1920-04-14,https://en.wikipedia.org/wiki/Josep_Benet_i_Morell
josep_ball_armengol,Josep Ball Armengol,1920-08-11,https://ca.wikipedia.org/wiki/Josep_Ball_i_Armengol
josep_armengol_carrera,Josep Armengol Carrera,1947,https://core.ac.uk/download/pdf/70290446.pdf
josefina_antonia_bueno_alonso,Josefina Antonia Bueno Alonso,1966-10-14,https://es.wikipedia.org/wiki/Josefina_Bueno
josefa_moreno_docon,Josefa Moreno Docón,1963-07-25,https://www.lacerca.com/noticias/albacete/josefa-moreno-docon-alcaldesa-lietor-adquiere-plena-senadora-267132-1.html
josefa_babiano_lopez,Josefa Babiano López,,
josefa_aledo_martinez,Josefa Aledo Martínez,,
joseba_andoni_aurrekoetxea_bergara,Joseba Andoni Aurrekoetxea Bergara,1960-06-13,https://www.eaj-pnv.eus/es/burukide/447/joseba-aurrekoetxea/
jose_zaforteza_calvet,José Zaforteza Calvet,1927,https://www.diariodemallorca.es/cultura/2017/05/22/pep-gonella-quita-mascara-3406177.html
jose_vicente_aguilar_borras,José Vicente Aguilar Borrás,1954,https://ca.wikipedia.org/wiki/Jos%C3%A9_Vicente_Aguilar_Borr%C3%A1s
jose_salvador_sierra_garcia,José Salvador Sierra García,1988,http://www.burgos.psoecyl.org/comision_int.php?per=440
jose_ramon_perez_sanchez,José Ramón Pérez Sánchez,,
jose_ramon_fernandez_ibanez,José Ramón Fernández Ibáñez,,
jose_parraga_mendoza,José Párraga Mendoza,,
jose_nasarre_letosa_conde,José Nasarre de Letosa Conde,,
jose_montalvo_garrido,José Montalvo Garrido,,
jose_martinez_guijarro,José Martínez Guijarro,1968-06-16,https://www.castillalamancha.es/gobierno/vicepresidencia/titular
jose_mariano_gonzalez_tarrio_gallego,José Mariano González-Tarrio Gallego,,
jose_maria_sanjuan_borda,José María Sanjuán Borda,,
jose_maria_rioboo_almanzor,José María Rioboo Almanzor,1948-11-13,https://www.elcorreogallego.es/hemeroteca/hoy-cumplen-anos-OECG776392
jose_maria_pernas_martinez,José María Pernas Martínez,,
jose_maria_pascual_fernandez_layos,José María Pascual Fernández-Layos,1942,https://esquelasenprensa.com/2015/01/jose-maria-pascual-fernandez-layos/
jose_maria_martinez_haro,José María Martínez de Haro,1943,https://almeria.fape.es/el-exdirector-de-la-voz-de-almeria-jose-maria-martinez-de-haro-presento-lagrimas-de-sal/
jose_maria_lafuente_lopez,José María Lafuente López,1921-05-18,https://www.ultimahora.es/noticias/local/2010/07/31/16556/fallece-en-palma-el-ex-senador-y-abogado-jose-maria-lafuente.html
jose_maria_herrero_gonzalez,José María Herrero González,1943,https://elpais.com/diario/2001/07/31/agenda/996530403_850215.html
jose_maria_fuster_muniesa,José María Fuster Muniesa,1960,https://www.aragon.es/-/jose-maria-fuster-muniesa
jose_maria_esponera_pascual,José María Esponera Pascual,,
jose_maria_chaves_gomez_orihuela,José María Chaves Gómez-Orihuela,,
jose_maria_cazalis_eiguren,José María Cazalis Eiguren,1961-07-23,https://fr.wikipedia.org/wiki/Jos%C3%A9_Mar%C3%ADa_Cazalis_Eiguren
jose_maria_batlles_paniagua,José María Batlles Paniagua,,
jose_maria_barcina_magro,José María Barcina Magro,,
jose_maria_barahona_hortelano,José María Barahona Hortelano,1945,https://elpais.com/diario/2005/05/14/madrid/1116069867_850215.html
jose_maria_alvarez_pereira,José María Álvarez Pereira,,
jose_maria_alonso_vega_suarez,José María Alonso-Vega Suárez,1931-03-10,https://www.biografiasasturias.es/ficha/i/43645101/alonso-vega-suarez-jose-maria
jose_manuel_torres_rollon,José Manuel Torres Rollón,1927,https://www.lavozdealmeria.com/noticia/4/sociedad/242167/un-4-de-agosto-de-1926-nacio-en-chirivel-el-poeta-julio-alfredo-egea
jose_manuel_tofino_perez,José Manuel Tofiño Pérez,1953-10-04,https://ahoraclm.com/2019/06/09/la-figura-politica-de-los-presidentes-democraticos-de-la-diputacion-de-toledo/
jose_manuel_ruiz_rivero,José Manuel Ruiz Rivero,1970-02-26,http://www.calvia.com/responsive/general.plt?KPAGINA=2463&KIDIOMA=2&KNODE=658
jose_manuel_martiarena_lizarazu,José Manuel Martiarena Lizarazu,1946-05-19,https://eu.wikipedia.org/wiki/Jos%C3%A9_Manuel_Martiarena
jose_manuel_marmol_servian,José Manuel Mármol Servián,1987-08-11,https://fr.wikipedia.org/wiki/Jos%C3%A9_Manuel_M%C3%A1rmol_Servi%C3%A1n
jose_manuel_marin_gascon,José Manuel Marín Gascón,1960-02-20,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?id1=19105&legis=14
jose_manuel_macarro_vera,José Manuel Macarro Vera,,
jose_manuel_hernando_garcia,José Manuel Hernando García,1970-08-25,https://www.senado.es/web/ficopendataservlet;jsessionid=QzfPjXpZMtJzny9gLsChHkplRRmDq6k65hYq27c4xgCT6GxlTQ26!-857263970?tipoFich=1&cod=19705&legis=14
jose_manuel_gomez_angulo_giner,José Manuel Gómez-Angulo Giner,,
jose_manuel_garcia_verdugo_candon,José Manuel García-Verdugo Candón,1936,https://www.diariodeburgos.es/Noticia/z925cf852-d5a5-e1c3-0014cebbc38b0a1e/201702/Testigo-de-la-historia
jose_manuel_garcia_ballestero,José Manuel García Ballestero,1971-05-27,https://www.coria.org/a2012/a1.asp
jose_manuel_fernandez_norniella,José Manuel Fernández Norniella,1945-10-09,https://es-academic.com/dic.nsf/eswiki/649600
jose_manuel_castedo_villar,José Manuel Castedo Villar,1947-08-13,https://prabook.com/web/jose_manuel.castedo_villar/942258
jose_manuel_caballero_serrano,José Manuel Caballero Serrano,1970-06-06,https://www.dipucr.es/index.php/curriculum-presidente
jose_manuel_bolanos_viso,José Manuel Bolaños Viso,1981-02-18,https://www.xwhos.com/date_of_birth/1981-02-18.html
jose_manuel_barrios_dorta,José Manuel Barrios Dorta,1926-06-06,https://www.guiadeisora.org/corp/20981-2/
jose_manuel_aranda_lassa,José Manuel Aranda Lassa,1957-12-30,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?id1=19046&legis=14&id2=g
jose_manuel_acuna_bravo,José Manuel Acuña Bravo,1968,https://www.elmundo.es/suplementos/cronica/2006/563/1155420009.html
jose_maiso_gonzalez,José Maiso González,,
jose_macias_santana,José Macías Santana,1925-07-06,"https://www.parcan.es/composicion/diputado.py?ID_MIEMBRO=05032#:~:text=Nacido%20el%206%20de%20julio,Funcionario."
jose_luis_sanz_ruiz,José Luis Sanz Ruiz,1968-09-21,https://www.pp.es/jose-luis-sanz-ruiz
jose_luis_sanchez_usero,José Luis Sánchez Usero,,
jose_luis_sanchez_torres,José Luis Sánchez Torres,,
jose_luis_sanchez_saez,José Luis Sánchez Saez,,
jose_luis_sagredo_miguel,José Luis Sagredo de Miguel,1931,https://habilitados-nacionales.com/personajes/sagredo-miguel-jose-luis/
jose_luis_ros_maorad,José Luis Ros Maorad,,
jose_luis_poza_quintas,José Luis Poza Quintas,1947,https://blog.octaviordelgado.es/wp-content/uploads/2022/06/Articulo-EFEMERIDES-GUIMARERAS-2022-1.pdf
jose_luis_pinal_ruiz_huidobro,José Luis Piñal Ruiz de Huidobro,1930,https://centroeu.com/garabandal/w/index.php?title=Pi%C3%B1al
jose_luis_nunez_casal,José Luis Núñez Casal,1940-09-18,https://1mayo.ccoo.es/f668318f303332d6843c360b720850ef000001.pdf
jose_luis_moreno_perez_caballero,José Luis Moreno Pérez-Caballero,,
jose_luis_martinez_blasco,José Luis Martínez Blasco,,
jose_luis_lapetra_fernandez,José Luis Lapetra Fernández,,
jose_luis_landero_mateos,José Luis Landero Mateos,,
jose_luis_iriarte_errazti,José Luis Iriarte Errazti,1937,https://ca.wikipedia.org/wiki/Jos%C3%A9_Luis_Iriarte_Errazti
jose_luis_gonzalez_mola,José Luis González la Mola,1954-07-28,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?id1=19089&legis=14&id2=g
jose_luis_garcia_palacios,José Luis García Palacios,1936,https://sevilla.abc.es/economia/sevi-jose-luis-garcia-palacios-sera-enterrado-jueves-huelva-201811281352_noticia.html#:~:text=Jos%C3%A9%20Luis%20Garc%C3%ADa%20Palacios%20naci%C3%B3%20en%20Huelva%20en%20marzo%20de%201936.
jose_luis_estrada_sanchez,José Luis Estrada Sánchez,,
jose_luis_escutia_dotti,José Luis Escutia Dotti,1967,https://www.caritasbarbastromonzon.es/wp-content/uploads/2013/03/Agape39.pdf
jose_luis_villar_ceron,José Luis de Villar Cerón,1929,https://andaluciainformacion.es/campo-de-gibraltar/308045/el-linense-jose-luis-villar-ceron-medalla-de-oro-de-la-ciudad-de-madrid/
jose_luis_los_mozos_los_mozos,José Luis de los Mozos de los Mozos,1924-09-02,https://es.wikipedia.org/wiki/Jos%C3%A9_Luis_de_los_Mozos
jose_luis_arce_martinez,José Luis de Arce Martínez,,
jose_luis_alonso_almodovar,José Luis Alonso Almodóvar,1936-08-02,https://dialnet.unirioja.es/descarga/articulo/2486397.pdf
jose_luis_aguilera_bermudez,José Luis Aguilera Bermúdez,1938-02-06,https://books.google.es/books?id=KXz6CAAAQBAJ&pg=PA76&lpg=PA76&dq=Jos%C3%A9+Luis+%22Aguilera+Berm%C3%BAdez%22+senado&source=bl&ots=n0RVf6cicc&sig=ACfU3U1stcC1Le-766drkDJ2WkD54LAPzg&hl=en&sa=X&ved=2ahUKEwi0-cHUwNz9AhXIh_0HHc7jDjY4FBDoAXoECBMQAw
jose_lopez_pacios,José López Pacios,,
jose_latorre_ruiz,José Latorre Ruiz,1987-03-22,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?id1=18190&legis=14&id2=g
jose_javier_perez_olivares_perez,José Javier Pérez-Olivares Pérez,1946-02-17,https://www.coaatietoledo.org/wp-content/uploads/historico/2016/Boletin172Septiembre2016_Almojaya.pdf?_t=1529913899%5C
jose_isidoro_ruiz_ruiz,José Isidoro Ruiz Ruiz,,
jose_ignacio_sanchez_sanchez,José Ignacio Sánchez Sánchez,1960-05-15,https://es.wikipedia.org/wiki/Ignacio_S%C3%A1nchez_Amor
jose_ignacio_lopez_borderias,José Ignacio López Borderías,,
jose_ignacio_liceaga_sagarzazu,José Ignacio Liceaga Sagarzazu,1959,https://ca.wikipedia.org/wiki/Jos%C3%A9_Ignacio_Liceaga_Sagarzazu
jose_ignacio_fuentes_lopez,José Ignacio Fuentes López,,
jose_ignacio_bajo_fanlo,José Ignacio Bajo Fanlo,1927,https://ca.wikipedia.org/wiki/Ram%C3%B3n_Bajo_Fanlo
jose_francisco_bahamonde_salazar,José Francisco Bahamonde Salazar,,
jose_higueras_munoz,José Higueras Muñoz,,
jose_herrero_arcas,José Herrero Arcas,1937-09-27,https://www.latribunadealbacete.es/noticia/zb85a3cda-b95f-e09b-d3311845a255afa2/201601/jose-herreros-en-el-golpe-de-tejero-hicimos-un-escrito-decisivo
jose_gutierrez_ruiz,José Gutiérrez Ruiz,,
jose_gonzalez_delgado,José González Delgado,1928-11-11,https://sevillabuenasnoticias.com/un-sevillano-ejemplar-que-siempre-empezaba-tarde-pero-llegaba-a-tiempo-cumple-90-anos/
jose_garcia_laguna,José García Laguna,,
jose_francisco_armas_perez,José Francisco Armas Pérez,1954-10-03,"https://www.parcan.es/composicion/diputado.py?ID_MIEMBRO=05004#:~:text=Nacido%20el%203%20de%20octubre,la%20I%20y%20III%20Legislaturas."
jose_ferrandez_otano,José Ferrández Otaño,1960,https://www.elnortedecastilla.es/20090825/valladolid/empresas-cristobal-eligen-gerente-20090825.html
jose_fernandez_aleman,José Fernández Alemán,,
jose_fermin_roman_clemente,José Fermín Román Clemente,,
jose_ernesto_luis_gonzalez_afonso,José Ernesto Luis González Afonso,1932,https://www.eldia.es/palma/2011-08-30/5-Fallece-Jose-Luis-Gonzalez-Afonso-segundo-presidente-democratico-Cabildo.htm
jose_enrique_sanchez_nunez,José Enrique Sánchez Núñez,1976-08-26,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?id1=19085&legis=14&id2=g
jose_enrique_martinez_del_rio,José Enrique Martínez del Río,,
jose_enrique_borrallo_romero,José Enrique Borrallo Romero,1979-02-21,https://www.pp.es/jose-enrique-borrallo-romero
jose_del_valle_torreno,José del Valle Torreño,,
jose_gregorio_torres,José de Gregorio Torres,,
jose_cuenca_rico,José Cuenca Rico,,
jose_cremades_mellado,José Cremades Mellado,1935,https://ca.wikipedia.org/wiki/Jos%C3%A9_Cremades_Mellado
jose_correas_parralejo,José Correas Parralejo,,
jose_carlos_monsalve_rodriguez,José Carlos Monsalve Rodríguez,1948-06-09,https://www.dipsegovia.es/pruebas-nueva/-/asset_publisher/H7x1RM5rfuCP/content/id/531282
jose_calderon_llamas,José Calderón Llamas,,
jose_cabrero_palomares,José Cabrero Palomares,1956,https://elpais.com/diario/2004/02/07/andalucia/1076109733_850215.html
jose_bautista_torre,José Bautista de la Torre,1915,https://jiennensesilustres.blogspot.com/2020/08/jose-bautista-de-la-torre.html
jose_batlles_paniagua,José Batlles Paniagua,,
jose_aurelio_aguilar_roman,José Aurelio Aguilar Román,1964-12-09,https://www.senado.es/web/composicionorganizacion/senadores/composicionsenado/fichasenador/index.html?legis=14&id1=18217
jose_arturo_corte_mier,José Arturo Corte Mier,1922,https://elpais.com/diario/2003/10/28/agenda/1067295608_850215.html
jose_arnau_figuerola,José Arnau Figuerola,1942-08-25,https://es.wikipedia.org/wiki/Josep_Arnau_i_Figuerola
jose_antonio_vazquez_calvino,José Antonio Vázquez Calviño,,
jose_antonio_valbuena_alonso,José Antonio Valbuena Alonso,1973-01-18,https://elcuadernodevalbuena.blogspot.com/
jose_antonio_trillo_lopez_mancisidor,José Antonio Trillo López-Mancisidor,,
jose_antonio_sarazibar_sautua,José Antonio Sarazibar Sautua,1941-06-13,https://fpabloiglesias.es/entrada-db/saracibar-sautua-jose-antonio/
jose_antonio_sacristan_rodriguez,José Antonio Sacristán Rodríguez,,
jose_antonio_rubio_mielgo,José Antonio Rubio Mielgo,1957-04-13,https://www.pp.es/jose-antonio-rubio-mielgo
jose_antonio_robles_rodriguez,José Antonio Robles Rodríguez,1971,https://www.ideal.es/granada/provincia-granada/plantear-plan-caminos-20180219233039-ntvo.html
