"birth_date","first_name","last_name","source"
1931-02-07,"Sebastián","Martín-Retortillo Baquer","https://es.wikipedia.org/wiki/Sebasti%C3%A1n_Mart%C3%ADn-Retortillo"
1944-08-16,"Soledad","Becerril Bustamante","https://es.wikipedia.org/wiki/Soledad_Becerril"
1971-06-10,"Soraya","Sáenz de Santamaría Antón","https://es.wikipedia.org/wiki/Soraya_S%C3%A1enz_de_Santamar%C3%ADa"
1969-05-19,"Teresa","Ribera Rodríguez","https://es.wikipedia.org/wiki/Teresa_Ribera"
1946-01-02,"Tomás","de la Quadra-Salcedo Fernández del Castillo","https://es.wikipedia.org/wiki/Tom%C3%A1s_de_la_Quadra-Salcedo"
1962-06-04,"Trinidad","Jiménez García-Herrera","https://es.wikipedia.org/wiki/Trinidad_Jim%C3%A9nez"
1957-12-15,"Valeriano","Gómez Sánchez","https://es.wikipedia.org/wiki/Valeriano_G%C3%B3mez"
1944-12-06,"Vicente","Albero Silla","https://es.wikipedia.org/wiki/Vicente_Albero"
1946-06-26,"Virgilio","Zapatero Gómez","https://es.wikipedia.org/wiki/Virgilio_Zapatero"
1971-05-06,"Yolanda","Díaz Pérez","https://es.wikipedia.org/wiki/Yolanda_D%C3%ADaz"
1978-11-16,"Héctor José","Gómez Hernández","https://es.wikipedia.org/wiki/H%C3%A9ctor_G%C3%B3mez_Hern%C3%A1ndez"
1972-07-17,"José Manuel","Miñones Conde","https://es.wikipedia.org/wiki/Jos%C3%A9_Manuel_Mi%C3%B1ones_Conde"
